activity,bax0,bax1,bax2,bax3,bax4,bay0,bay1,bay2,bay3,bay4,baz0,baz1,baz2,baz3,baz4,bgx0,bgx1,bgx2,bgx3,bgx4,bgy0,bgy1,bgy2,bgy3,bgy4,bgz0,bgz1,bgz2,bgz3,bgz4,gax0,gax1,gax2,gax3,gax4,gay0,gay1,gay2,gay3,gay4,gaz0,gaz1,gaz2,gaz3,gaz4
1.0,0.309750775604,0.287004339487,0.295570902626,0.265465975738,0.312046760708,-0.0165721966459,-0.0177811918452,-0.0194302681735,-0.0192252502393,-0.0193580382806,-0.117718739357,-0.112377919666,-0.112116706879,-0.113128738155,-0.124070532699,-0.0296765834777,-0.0288623314426,-0.0269401310609,-0.030065485705,-0.026489735187,-0.081128148096,-0.0851011758717,-0.0530131916336,-0.0801977028699,-0.0873712384924,0.0856473013481,0.094961518568,0.0924910439332,0.091731124668,0.0891113779711,-0.227350779809,-0.225667076264,-0.223823842501,-0.229985208939,-0.233445111542,0.600768268921,0.601231675061,0.602305854378,0.602900930008,0.599189089534,0.860534982258,0.860707188925,0.860687734506,0.862146568208,0.861637969587
1.0,0.291245248099,0.294915660736,0.288324217941,0.29149302936,0.294166772276,-0.0144315068557,-0.016744796768,-0.0148564613327,-0.0171698113613,-0.0165821298866,-0.119217053943,-0.115475786451,-0.119040372972,-0.116664527317,-0.112863881029,-0.0266195699463,-0.0225762719565,-0.030621485736,-0.0348609284098,-0.0289264235507,-0.060013797022,-0.0702705302055,-0.0728751862402,-0.0699031365032,-0.0738448884483,0.063833432072,0.0695036625048,0.074407701293,0.0901841095882,0.0968726749846,-0.413295222103,-0.421048207324,-0.416318970451,-0.417832825112,-0.415366597751,0.680578750155,0.680828526055,0.685981505049,0.686484854857,0.685232386661,0.819299481184,0.818286297385,0.816258426289,0.813730109663,0.810297734932
1.0,0.223258246369,0.26854769529,0.286371725994,0.268198660429,0.303926266897,-0.0005849754078,-0.0182915613835,-0.0204755248486,-0.0141610232996,-0.0256445499899,-0.0887878192096,-0.100306071168,-0.109254830249,-0.0997803745209,-0.126214935328,-0.026385555797,-0.0264736937127,-0.0286193378841,-0.0262312812102,-0.0351983604734,-0.0765302411145,-0.08018505121,-0.0753329950211,-0.0726299414037,-0.103412732907,0.0921455327873,0.0891152755179,0.088110515641,0.089540740437,0.0928803079706,-0.301356016588,-0.324470055914,-0.334372406842,-0.330373238938,-0.339760244054,-0.469878801557,-0.458390341245,-0.459911732159,-0.457694932968,-0.451881731599,0.952883064611,0.970918694052,0.967373466194,0.966883158607,0.970565414855
1.0,0.290123095929,0.292834358295,0.305832625312,0.29123378321,0.297526834896,-0.0156306070753,-0.0192385852073,-0.0196677788904,-0.016120458162,-0.019556677982,-0.111081766341,-0.109670871272,-0.112724521959,-0.114315470429,-0.116360734922,-0.0411902092983,-0.0279431563064,-0.0308290839477,-0.0183490477828,-0.0306514933879,-0.061871373144,-0.0704799366703,-0.0809919873138,-0.0901098649311,-0.0787190680326,0.0756299512167,0.0837639978725,0.0896762371551,0.0941151437307,0.0846434455605,-0.382438649495,-0.382047115445,-0.381022142753,-0.378709595006,-0.383399331236,0.660851578102,0.66143310439,0.661026726404,0.660597704725,0.660147229218,0.827193207246,0.830921477279,0.831317597753,0.830082525421,0.832222378443
1.0,0.671539148985,0.273708682274,0.279839083989,0.296487884646,0.278624732921,0.0160151948362,-0.00608364963624,-0.017563565504,-0.0106947868203,-0.018131702552,-0.212162949298,-0.119055731426,-0.127366900813,-0.104540218592,-0.104478071079,-0.105242998767,-0.0783109277137,-0.0552212634029,-0.02702052481,-0.0235147512933,-0.449106411263,-0.196710530805,-0.0722184536877,-0.0527975812192,-0.0450684027381,0.669613067472,0.331972286037,0.142813754089,0.0714268750923,0.0636356519326,-0.563241201805,-0.433942413161,-0.395584544953,-0.423252916732,-0.436335151882,0.647506270805,0.670212159644,0.677395084972,0.686047777423,0.683474761292,0.863228697804,0.816100507274,0.824599327096,0.814095553571,0.827007819663
1.0,0.383525935196,0.294394413132,0.204796476033,0.286014367139,0.248317366499,-0.00880983146322,-0.0123602477781,-0.0218082629406,-0.026385497654,-0.0316684694223,-0.119263263724,-0.115691918877,-0.103564571223,-0.114974612481,-0.0979432997139,-0.0451433900698,-0.0418609654167,-0.0307794440049,-0.0369478160178,-0.0356983306109,-0.0891874079225,-0.0150314989435,-0.0588459552355,-0.0853527201442,-0.0648939186391,0.0509344547812,0.0749578013444,0.0715775029946,0.087324664652,0.090176295131,-0.451038884431,-0.429744338168,-0.4318142719,-0.453760084129,-0.451863890994,0.363161804944,0.371358947924,0.369011206883,0.360361329228,0.358816424787,0.99543092255,0.998187526207,0.99352850827,0.993346235949,0.996786003022
1.0,0.296163905997,0.289309875852,0.294613284763,0.297422692881,0.282545502008,0.00158202982547,-0.0106460449024,-0.0264844092661,-0.0323999904961,-0.00979890863376,-0.13881357963,-0.121422666966,-0.0966616959758,-0.0803106413835,-0.139151016076,-0.00830437876891,-0.0331910635586,-0.0438142349979,-0.0415957493164,-0.000749061095694,-0.0874943297744,-0.0755153254893,-0.0764220192853,-0.0780810570243,-0.0921947073883,0.0799326757513,0.0955899261115,0.0950433859443,0.0925051201198,0.0879897906785,-0.225731367028,-0.227350118796,-0.229953911388,-0.230895458342,-0.228809096944,0.566099021843,0.576661867622,0.593217970079,0.587490799739,0.569452678849,0.880381246438,0.882820250455,0.860275655266,0.869104553416,0.876651774199
1.0,0.277589382552,0.263553832441,0.358835466554,0.264464893835,0.284898598117,-0.0191885290034,-0.0175456210331,-0.011808230922,-0.0169856845788,-0.0202013605423,-0.110701286647,-0.103496203658,-0.123829164672,-0.102462355958,-0.109043481425,-0.0360311155114,-0.0257516249506,-0.0290681213504,-0.0368539462927,-0.0258788746326,-0.0274437002164,-0.103192253271,-0.101596836338,-0.0216652884813,-0.102181571321,0.089816896519,0.0861602630157,0.0895801072873,0.0915859228053,0.0907046782667,-0.222571986209,-0.231945681318,-0.235435820749,-0.221365418319,-0.22613307417,0.62983455567,0.630113152224,0.624465653225,0.631609166886,0.630689869555,0.835354230296,0.844520988358,0.842142455648,0.838663466972,0.840770675923
1.0,0.274823299789,0.249109520868,0.268404265401,0.288573665411,0.25857726368,-0.0150622387722,-0.0176135953692,-0.0182730574259,-0.0176892610309,-0.0206124538797,-0.114527683583,-0.118820031942,-0.113850724804,-0.11167562338,-0.1210429559,-0.0104565195697,-0.0332035068693,-0.0452205867586,-0.0375810313242,-0.032785687883,-0.29545175829,-0.171376706814,-0.069076836871,-0.0849274054407,-0.0507365943574,0.293732672017,0.154243865342,0.0607284364729,0.0639657608804,0.0822971126846,-0.877233738432,-0.874307376331,-0.894401251393,-0.904006133964,-0.910472603496,0.724039884452,0.723497123054,0.723688407177,0.724066846921,0.721538729355,0.756160527347,0.753806705408,0.752445191202,0.751804493443,0.751643863206
1.0,0.261770414767,0.321200469853,0.266284820434,0.267865592874,0.342798485025,-0.0174603967649,-0.0172733642117,-0.0210810261606,-0.027500530829,-0.017306991419,-0.113650457775,-0.124016670972,-0.0990730757581,-0.102012415117,-0.126007661519,-0.0459409063139,-0.0132877381475,-0.0154459080646,-0.0306766142175,-0.020517330418,-0.181066101873,-0.0988552444172,-0.0575105935159,-0.0909825084666,-0.0819469623019,0.109931067522,0.10450132217,0.0967414906878,0.0966242077071,0.0866569947585,-0.215583653481,-0.227802671016,-0.225148641674,-0.233788451663,-0.241839170381,0.626120867524,0.629826528165,0.630610410801,0.631884369397,0.63202552514,0.840226882131,0.837442306809,0.839957812364,0.84208601872,0.843046692387
1.0,0.26388135318,0.3227544514,0.279676766321,0.290073454122,0.282698874486,-0.0220954779587,-0.0118347630151,-0.018082901127,-0.0213629241004,-0.0157501038329,-0.110097731745,-0.113776119547,-0.113361552665,-0.1088369694,-0.113420746811,-0.034343031495,-0.0270167219641,-0.0351083926218,-0.0313512577706,-0.0292897213136,-0.108853291783,-0.0863733677985,-0.0631030665603,-0.0659648329363,-0.0751622956743,0.0873434147599,0.0926034699597,0.0895217524342,0.0952177968382,0.0912539230423,-0.610322820651,-0.613350124197,-0.606335805012,-0.610693690161,-0.60604178982,0.369342929014,0.363890195909,0.37066159342,0.370985385567,0.364233254257,0.997361045165,1.00150301338,0.997982153959,1.00259306313,1.00101158145
1.0,0.308286407437,0.301197920961,0.311793958671,0.297462052375,0.320222429695,-0.0181043476318,-0.0230396491987,-0.0225251596455,-0.0227541410626,-0.0551727075094,-0.131594706978,-0.11227806071,-0.115777869313,-0.12703029452,-0.156969919082,-0.0235582989727,-0.0200373298391,-0.0230289333038,-0.0267087486071,0.239334775696,-0.0703320597793,-0.0863916378289,-0.0939182255513,-0.109378930146,-0.553099092859,0.103503691317,0.0803209253464,0.0928497414114,0.0840348670493,0.229140353455,-0.401280401627,-0.385788002193,-0.386727042613,-0.372902807282,-0.318938131403,-0.493843552933,-0.484175858927,-0.49047568837,-0.494398341767,-0.481894904391,0.956167383532,0.95534030986,0.94741744076,0.948630982191,0.962767438993
1.0,0.306213100982,0.292080889351,0.29271041735,0.436334458099,0.254433059163,-0.0212983264474,-0.0178335832212,-0.0142313500417,-0.0281360136904,-0.0115075095703,-0.113016287731,-0.111230016517,-0.106843964536,-0.120240352131,-0.113689066269,-0.0277624556916,-0.0229838614924,-0.0169782102273,0.00241265143147,-0.0114493435361,-0.0759376903348,-0.0772862908534,-0.0840571863395,-0.105711811111,-0.0405126897976,0.0950541591128,0.084696151812,0.0956386322333,0.661093942866,0.318658111295,-0.44292021222,-0.436192499871,-0.442430462099,-0.35573642402,-0.289145961655,0.804275969794,0.793223974876,0.813189783741,0.830993181525,0.832705143065,0.709474270164,0.689201926646,0.703370845976,0.640159768329,0.630568524088
1.0,0.239537900292,0.286864074166,0.279934977327,-0.00774159419825,0.483330098052,-0.0562882285403,-0.0249940419281,-0.0348107096839,-0.169294478508,0.0315910703164,-0.137208212503,-0.131807086313,-0.084159185819,0.079362109099,-0.185196467612,-0.0384686083669,-0.0368139841129,-0.0362089510374,0.378455735445,0.222336356969,-0.0935905157967,-0.119351122303,-0.0842212393891,-0.405901422907,-0.276039344598,0.116366885937,0.0499855156787,0.0848613415323,0.572003139896,0.313383005771,-0.465721661719,-0.467559023334,-0.502770790131,-0.488223560566,-0.591392710656,0.337201266013,0.36719505964,0.347965737566,0.488341455004,0.37724680252,0.992019681077,1.00922962006,1.01346412374,0.921247871417,1.01264742557
1.0,0.301256740075,0.318390688705,0.264522480483,0.163369717472,0.267986134452,-0.0176542349259,-0.0261483781518,-0.00255237765634,-0.0557910872204,-0.00956223563979,-0.101098755926,-0.135625529108,-0.115425246762,-0.00530387552259,-0.122645671841,-0.0260979942955,-0.023956445695,-0.00127084058675,-0.162358793905,-0.12576517825,-0.0829605527938,-0.105634507988,-0.105637069592,-0.489205339422,-0.257204959393,0.0823938447248,0.0869229557335,-0.0356629437879,0.157737926416,0.132221056938,-0.165767983027,-0.142708078322,-0.158917951138,-0.174519104351,-0.219088751166,0.634698949359,0.632085867168,0.625805746605,0.659504875358,0.63356316345,0.824448367423,0.825669878081,0.820036716164,0.787335197132,0.84892881472
1.0,-0.418454590068,0.293747904897,0.295871324976,0.309537362779,0.281679556558,0.12644215485,-0.0341118624818,-0.0294993126392,-0.0144500410478,-0.0298056122925,-0.0871974463041,-0.10551548927,-0.108939522163,-0.114195415825,-0.124720746702,0.114393781232,0.025723650148,0.00103064650959,-0.0118459471376,-0.0255598051502,-0.935959678903,-0.56838272258,-0.343415733261,-0.193976586685,-0.0822149369111,0.493119621865,0.337007390671,0.237065913261,0.134315679257,0.0872781662746,-0.270684087948,-0.487399345116,-0.486226332586,-0.480862869035,-0.478549254666,0.158246871221,0.238587447585,0.239667857946,0.21549193705,0.223235050649,1.02984982271,1.04431032086,1.04378806516,1.04198729253,1.04214493622
1.0,0.256714340564,0.271006068633,0.273825617561,0.321932698199,0.188268307844,-0.003814853887,-0.0201954764167,-0.0176024145131,0.0283329659406,-0.086476182303,-0.124528110037,-0.1104066778,-0.104626635874,-0.129737601544,-0.0670579588196,-0.00158979112756,-0.0339912720942,-0.0241430762084,0.0033795689014,0.169480367477,-0.0906536820163,-0.0545892705466,-0.0689493608677,-0.153694391973,-0.421320908585,0.0831544110068,0.0971322350256,0.111193351331,0.100687366152,0.643910399303,-0.498333456347,-0.4975755158,-0.502679134255,-0.51374474609,-0.464710833609,0.199189034436,0.2029212444,0.211046252304,0.185622854999,0.332114869775,1.04578183083,1.03147455889,1.06136894482,1.05106711297,1.02305647811
1.0,0.293537940075,0.264029171809,0.256367189193,0.283420483443,0.295911152065,-0.0247776573359,-0.0174467916358,-0.0192929573639,-0.0188678676862,-0.014621427419,-0.0902820116885,-0.104770361216,-0.107865705978,-0.108760001031,-0.112971974539,0.134372976089,-0.0257111835959,-0.0839023057394,-0.0876560793746,-0.0611192717841,-0.281191420392,-0.125453002856,-0.0191689650361,-0.0446424784644,-0.0094242884638,0.342397810636,0.200057572911,0.101771625835,0.110747037892,0.0977858439966,-0.37021982689,-0.362842202474,-0.365848257209,-0.381133774886,-0.38674354766,0.663947061743,0.666331383831,0.670298478622,0.66381329195,0.661160886918,0.814147434943,0.82404839374,0.827438689862,0.827536307451,0.829263950039
1.0,0.264136060958,0.303010756548,0.282403544739,0.288529972475,0.315416567851,-0.0236002297515,-0.0172854975179,-0.0225906519435,-0.0194765681214,-0.0142719053825,-0.0908036172259,-0.119873518165,-0.10203392408,-0.0988952584603,-0.125736030039,-0.0325091606376,-0.0258215731639,-0.0287474232544,-0.0267973519471,-0.0271447042113,-0.0827320548449,-0.0972968756771,-0.0636010835689,-0.0867274055159,-0.0819089492243,0.0960542809083,0.0877918795214,0.0917034138618,0.0836092573652,0.0884815155289,-0.124623446857,-0.133962120784,-0.128289585806,-0.12496511368,-0.122717020088,0.657630744879,0.650663042369,0.656229987158,0.654952367535,0.653639463335,0.793371452602,0.795410447381,0.79031584889,0.798028648457,0.797970662749
1.0,0.33323067088,0.297450908179,0.3045951205,0.299913144336,0.289728435671,-0.000509932295331,-0.0178971630946,-0.0280920004507,-0.0181541632025,-0.0173773193756,-0.11434820046,-0.115046045879,-0.113386494971,-0.115596114159,-0.116425172934,0.0968278112884,0.0182827073286,-0.0109531599247,-0.0353410003372,-0.0524567131171,-0.229995079909,-0.129876387759,-0.089614312695,-0.0824914685936,-0.0579135815272,0.364673736711,0.179203119491,0.10033219856,0.0626888830577,0.0603134892267,-0.488298945625,-0.478287425332,-0.474754205859,-0.478622707472,-0.470796769625,0.273194923736,0.283943390542,0.281611590085,0.270490807545,0.274489794416,1.0266948109,1.02697992433,1.02797129124,1.02825502627,1.02767171777
1.0,0.303293046103,0.313256081112,0.304574912825,0.308229415698,0.305117146838,-0.0208360622713,-0.021277470398,-0.0196226070896,-0.0138214976044,-0.016111217904,-0.109431417264,-0.109610659362,-0.112383153405,-0.115511558284,-0.114935388872,-0.0313373433124,-0.030004596345,-0.0294628830067,-0.0286645319888,-0.0250293999482,-0.0865834317183,-0.0838659903071,-0.0794592966782,-0.0671101043221,-0.064052390791,0.0796644152822,0.0873493341821,0.0879229158753,0.0975790692589,0.0932106674977,-0.438992344296,-0.433309473405,-0.428603380685,-0.422157379952,-0.409243663197,0.46566548021,0.465260458626,0.462678914332,0.464371863993,0.466835616989,0.962215065868,0.965604393571,0.965636548186,0.963754740658,0.962266853227
1.0,0.255236399322,0.249444092424,0.269864841288,0.303583409856,0.290148088383,-0.0158340500599,-0.0221406978994,-0.0226281029093,-0.0193067059016,-0.017022623226,-0.115856840846,-0.107111502651,-0.107086170172,-0.114948226167,-0.113728113703,-0.0254315737524,-0.0313651701823,-0.0274915951196,-0.027805535315,-0.0200146495382,-0.0580740335587,-0.0916727745788,-0.0646432861352,-0.0977510948198,-0.0935678185149,0.0838327243157,0.091462635514,0.0924354923231,0.0899487171318,0.0890613619171,-0.256289482063,-0.273695063268,-0.290956897071,-0.311060569909,-0.280615048328,0.575509802461,0.576064869253,0.576857407819,0.571625593528,0.572394032093,0.87825459886,0.877317658151,0.889994189485,0.886334932234,0.881269437391
1.0,0.267381060365,0.278470095475,0.487183114397,0.0737999906317,0.231349521519,-0.018065583246,-0.0306902652054,0.257060377712,-0.0644962242038,-0.0798323695949,-0.114620908756,-0.102395257818,-0.254651072126,-0.0649166723095,-0.0659755007853,-0.0349961057264,-0.0181554961715,-0.092792508736,-0.109840022557,-0.112172042139,-0.108612152375,-0.0792142137474,-0.378707420742,-0.213222770528,-0.235242587557,0.144027940019,0.0928554068792,0.981048125232,0.543312711431,0.260377606392,-0.317376257213,-0.295220738207,-0.578039200259,-0.531596764749,-0.588901379438,0.735535794252,0.75413835068,0.424792108947,0.579701369546,0.605406178367,0.744643616205,0.737682216699,0.940315568219,0.886657498679,0.885761250824
1.0,0.291913361535,0.291018264637,0.291207364676,0.313827724013,0.29367642018,-0.0205441308411,-0.0203603846586,-0.0198272537653,-0.0156787556788,-0.0181933386657,-0.111035797987,-0.113956009842,-0.111212475254,-0.114847447534,-0.116812857042,-0.0258908546807,-0.0301585812905,-0.0249141343091,-0.025566173161,-0.0305144324033,-0.074482096747,-0.0702999197171,-0.0857490497623,-0.0771229396697,-0.0769498990389,0.0926209126615,0.0922769481334,0.0921274519951,0.0911261439568,0.0871665181064,-0.389654112597,-0.391222757995,-0.391549171748,-0.384106329098,-0.384417144308,0.493394513467,0.491385987029,0.490472032261,0.489916565307,0.492194090508,0.946184493095,0.949240621649,0.948536107559,0.945683192865,0.947101548333
1.0,0.28668694119,0.300900782944,0.308911332531,0.36010595251,0.416453287736,-0.0188724312902,-0.0219608651712,-0.0242262056932,-0.00941232136547,-0.0259136949646,-0.11229405569,-0.113197375299,-0.0919551287232,-0.0386323049209,-0.112968111937,-0.044554538877,-0.0437828936233,-0.0374356174587,-0.0301378566339,-0.0185692541183,-0.087350852538,-0.0983590766804,-0.0907572930065,-0.0788482418121,-0.066837357052,0.0871465792572,0.0682412103801,0.0886417646862,0.143512466342,0.103103933121,-0.147732335968,-0.13909128529,-0.145398789769,-0.14901697984,-0.125352199029,0.92577484238,0.927603692865,0.928768029813,0.927460869427,0.928073960332,-0.396302766493,-0.387619500311,-0.393022739958,-0.3802535518,-0.36328202067
1.0,0.263269443683,0.285745389871,0.292843797623,0.315197609374,0.49707762821,-0.0172506285847,-0.0227391860297,-0.0197913022499,-0.01658481707,-0.0105360427018,-0.107250218007,-0.109576953799,-0.118479024863,-0.118387234068,-0.136982051789,-0.0247660401923,-0.0454989628544,-0.0404082006689,-0.0215153191391,-0.0879312512854,-0.0353756565421,-0.0814386466125,-0.104346729913,-0.100348197007,-0.584541548166,0.105533524995,0.0811304682903,0.0817618507553,0.0934861035674,0.403073022934,-0.226555587084,-0.230057787075,-0.234014877639,-0.230612079311,-0.194584803187,0.596624189832,0.604795561271,0.611001359179,0.608887866111,0.64744826918,0.857850564506,0.86191445023,0.855241512169,0.866503827716,0.802918760539
1.0,0.239512965647,0.238687581104,0.500090595617,0.355858106362,0.264446069567,-0.0174715780415,-0.0151010423511,-0.0229495318707,-0.0147879390361,-0.00961035032682,-0.103598066962,-0.135511945498,-0.304276289355,-0.130520694714,-0.126386264562,-0.0448349854975,-0.00396327769886,0.166997825766,-0.000610396096936,-0.0321476592866,-0.0438227584677,-0.0908391661697,-0.381300592865,-0.287004327192,-0.198568000246,0.0926962650098,0.103508229993,0.846061748753,0.479178358185,0.16482399826,-0.55553305954,-0.588514897533,-0.588039910168,-0.516657055253,-0.520769119742,0.952667470479,0.954409218837,1.02686699878,1.03154395284,1.03133980285,0.423784134664,0.422094339708,0.187997453452,0.152699618685,0.124169770325
